Soil Moisture,Temperature, Soil Humidity,Time,Air temperature (C),Wind speed (Km/h),Air humidity (%),Wind gust (Km/h),Pressure (KPa),ph,rainfall,N,P,K,Status
12,45,21,8,27.17,14.18,9.73,64.86,101.43,6.887005997,109.2537734,10,5,42,ON
83,30,59,86,27.89,12.3,9.32,62.43,101.44,6.8444019,105.6917856,8,28,38,ON
7,8,35,59,28.61,10.42,8.92,60,101.44,5.786058032,106.61905,32,13,42,ON
57,9,33,52,28.88,11.5,8.37,67.5,101.44,5.627186257,106.1606833,18,9,40,ON
19,41,34,80,29.15,12.59,7.82,75,101.44,5.700088663,110.5764023,20,27,41,ON
80,18,39,93,29.28,13.02,7.39,77.5,101.44,5.567805185,107.6103211,39,25,36,OFF
77,8,28,89,29.41,13.44,6.95,80,101.43,6.077886012,112.4750941,20,7,45,OFF
36,35,31,28,29.44,14.95,6.76,88,101.43,6.397995609,109.0357597,11,10,45,ON
32,44,68,71,29.48,16.47,6.58,96,101.43,5.767372539,109.9130984,40,18,43,ON
60,5,28,34,29.78,16.3,6.35,94.16,101.43,7.079973241,103.6012114,3,26,39,OFF
6,10,21,2,30.07,16.12,6.12,92.31,101.43,5.893332378,106.977723,9,16,36,OFF
42,36,56,17,30.47,16.42,5.78,84.86,101.44,7.058222596,110.0932899,30,20,38,ON
90,31,62,7,30.87,16.73,5.45,77.42,101.44,5.78270695,106.128338,40,9,41,OFF
65,42,32,91,30.91,17.21,5.36,84.15,101.44,6.269663963,104.4407083,40,30,35,OFF
52,34,51,49,30.95,17.7,5.26,90.88,101.45,5.892913826,107.0050976,32,25,35,ON
71,19,20,2,30.99,18.18,5.16,97.62,101.46,7.116538883,112.337046,33,23,45,OFF
32,39,35,22,31.03,18.66,5.07,104.35,101.46,6.430163481,102.8186358,4,14,41,ON
73,40,37,19,31.28,19.21,5.07,105.54,101.46,7.159520979,106.2784673,13,17,45,OFF
77,2,46,75,31.53,19.76,5.08,106.72,101.46,6.431265737,109.8076178,39,24,39,OFF
8,18,33,11,31.78,20.31,5.08,107.9,101.45,6.082571701,108.3121789,8,28,37,ON
61,12,63,9,32.03,20.86,5.08,109.09,101.45,6.149934034,92.82840911,91,94,46,ON
71,15,26,91,32.12,19.72,4.87,109.09,101.45,5.849076099,101.0494791,105,95,50,OFF
87,41,33,47,32.2,18.58,4.66,109.09,101.45,6.276800323,104.9378,108,92,53,ON
70,33,26,64,32.3,18.82,4.52,106.72,101.45,5.926824754,90.10978128,86,76,54,ON
36,35,56,49,32.41,19.06,4.38,104.35,101.45,5.519088423,113.2297373,80,77,49,ON
15,10,36,19,32.57,18.41,4.31,98.33,101.44,6.079178788,114.5357503,93,94,53,ON
78,2,24,21,32.73,17.76,4.25,92.31,101.43,6.13465588,97.32531705,90,92,55,OFF
46,34,52,19,32.83,17.44,4.09,100.7,101.42,5.808497604,99.34482238,108,89,53,ON
41,30,21,6,32.93,17.12,3.93,109.09,101.41,5.891458107,113.8729798,108,88,55,ON
81,44,56,8,33.01,18.23,3.92,100.7,101.4,5.816622479,100.0075679,105,77,52,OFF
1,44,34,52,33.09,19.33,3.91,92.31,101.39,5.843163161,98.75084366,118,88,52,ON
83,28,67,34,32.96,17.56,3.96,98.33,101.38,6.376756633,100.1692639,101,87,54,OFF
40,40,53,52,32.82,15.8,4,104.35,101.38,5.623615687,118.2761894,95,75,50,ON
75,39,38,40,33.28,14.99,3.72,95.03,101.37,5.91505509,99.72430835,106,85,53,ON
35,15,64,87,33.74,14.18,3.44,85.71,101.36,6.458714879,108.3957179,86,95,49,ON
51,3,50,42,33.67,14.35,3.56,84.24,101.34,5.565028635,98.66679427,83,79,55,OFF
69,35,32,46,33.59,14.52,3.67,82.76,101.31,6.211833161,119.84797,85,95,47,ON
87,10,55,97,32.88,15.3,3.95,87.54,101.3,6.490074429,108.66464,109,79,45,OFF
89,10,57,94,32.17,16.08,4.23,92.31,101.3,5.590236025,102.7867717,100,76,45,OFF
31,0,27,14,31.6,15.88,4.54,89.01,101.3,6.225225239,116.1616839,117,86,48,OFF
66,15,47,11,31.04,15.68,4.85,85.71,101.29,6.190757459,118.6858263,114,94,53,OFF
48,16,22,20,31.13,17.12,4.89,80.35,101.28,5.915568968,98.21747528,110,78,50,ON
79,10,26,29,31.22,18.56,4.93,75,101.27,6.195152442,91.46442491,94,70,48,OFF
9,19,50,79,31.52,18.38,4.85,81.94,101.26,6.156373499,105.0776992,80,71,47,ON
52,33,64,14,31.82,18.2,4.77,88.89,101.26,6.313197204,112.0700033,114,79,51,ON
87,35,39,65,31.16,16.52,4.84,92.44,101.25,6.324270089,92.07835761,88,78,45,ON
1,24,50,11,30.5,14.85,4.91,96,101.24,5.707488987,90.66727868,112,73,48,OFF
48,44,32,10,31.05,14.01,4.66,83.3,101.24,6.119216009,93.10247183,117,76,47,ON
90,37,29,10,31.6,13.17,4.42,70.59,101.24,5.571401169,98.16752001,111,87,48,OFF
7,17,63,75,32.1,14.99,3.84,100,101.21,5.63127166,109.5408614,89,83,47,ON
59,26,27,64,32.48,13.93,3.81,94.44,101.2,6.101241579,117.2878912,93,91,47,OFF
7,3,41,26,32.87,12.87,3.78,88.89,101.18,6.438137279,94.31102057,92,81,52,ON
57,32,43,24,32.87,13.08,3.46,68.44,101.18,6.098369122,119.218154,105,74,45,OFF
51,2,35,12,32.87,13.29,3.14,48,101.18,5.695267822,102.4633775,102,71,48,OFF
19,34,26,103,32.23,13.33,3.58,52.57,101.17,5.618094446,109.575944,94,91,51,OFF
84,35,49,9,31.59,13.37,4.02,57.14,101.16,6.435785799,91.34276507,116,71,47,OFF
68,0,38,88,31.54,13.56,4.1,78.57,101.16,6.176644228,112.9794804,117,79,49,OFF
44,3,44,86,31.5,13.74,4.17,100,101.15,6.220643671,112.0777152,119,72,55,OFF
25,18,45,50,31.16,13.9,4.14,90,101.15,5.871702211,118.6730366,99,73,53,ON
37,22,48,6,30.83,14.07,4.11,80,101.14,6.390741836,117.536781,91,84,52,ON
66,41,20,64,31.18,13.88,4.22,81.38,101.14,6.21084479,107.3944717,80,90,47,ON
80,20,42,1,31.54,13.68,4.33,82.76,101.14,6.012696655,116.5531455,101,70,48,OFF
9,15,43,79,31.79,12.88,4.05,66.91,101.13,5.908770059,112.3982055,108,89,53,ON
66,12,31,18,32.04,12.09,3.77,51.06,101.12,6.049801781,110.3262123,100,80,52,OFF
82,40,70,76,32.18,12.98,3.54,60.82,101.12,6.010095853,110.2511102,109,91,53,ON
36,1,46,108,32.32,13.88,3.31,70.59,101.12,5.738678895,110.4408803,82,78,46,OFF
55,31,63,107,32.41,12.84,3.48,68.63,101.12,5.74055541,116.3019555,106,70,55,OFF
82,21,61,101,32.5,11.8,3.65,66.67,101.11,5.793260262,119.0856171,90,86,52,OFF
55,45,50,76,32.19,12.54,3.71,66.67,101.1,5.50947065,108.8547508,83,95,50,ON
32,28,46,24,31.88,13.28,3.77,66.67,101.09,5.986442306,118.2583441,119,90,48,ON
90,14,28,89,31.92,13.96,3.76,76.19,101.08,5.790768046,91.40508414,107,72,45,OFF
65,21,24,35,31.97,14.65,3.74,85.71,101.08,5.915546415,95.12322062,116,81,55,OFF
71,43,53,92,32.08,15.08,3.5,89.01,101.07,6.242528278,109.9825551,101,75,50,OFF
3,25,63,1,32.19,15.52,3.26,92.31,101.07,6.036079266,102.2099836,93,81,50,ON
24,36,67,61,32.06,14.4,3.44,83.66,101.06,5.829898502,109.022564,95,75,45,ON
15,16,63,59,31.94,13.28,3.63,75,101.06,6.088064451,117.229079,107,71,55,ON
77,28,33,66,31.86,14.53,3.81,77.5,101.06,6.469370954,112.1355384,83,94,47,ON
82,38,49,13,31.79,15.78,3.99,80,101.07,5.720726906,111.0162259,102,73,54,OFF
1,36,51,52,31.8,14.18,3.94,75.3,101.06,5.80766417,99.20961514,86,79,45,ON
51,41,50,88,31.8,12.57,3.88,70.59,101.06,5.703381728,115.8586081,117,86,53,ON
10,39,66,63,31.52,12.23,3.97,66.9,101.06,6.165001278,119.695765,111,79,53,ON
89,28,35,93,31.24,11.9,4.06,63.2,101.06,6.002481605,110.10323,95,74,50,OFF
54,24,52,5,30.96,11.56,4.15,59.5,101.05,6.212369363,109.2768851,91,75,55,ON
70,17,25,53,30.68,11.22,4.24,55.81,101.05,5.765308943,109.2486647,93,83,46,OFF
71,38,44,36,31,12.05,4.07,56.48,101.04,5.740764682,108.8616474,92,85,51,OFF
59,34,48,28,31.33,12.88,3.9,57.14,101.04,5.879119455,110.1331182,104,80,54,ON
71,41,51,101,31.06,12.63,3.86,58.57,101.04,6.099478745,104.4812858,103,72,51,OFF
10,24,21,53,30.78,12.38,3.81,60,101.04,5.674403359,90.43495443,92,75,45,ON
65,8,30,101,30.5,12.05,4,62.65,101.05,5.694243847,119.4765557,93,85,49,OFF
68,7,70,18,30.23,11.72,4.18,65.3,101.06,5.905494703,118.9923573,120,87,52,OFF
54,40,64,109,29.96,11.39,4.36,67.94,101.07,6.110844721,90.94554618,108,72,46,OFF
49,26,41,2,29.68,11.06,4.55,70.59,101.08,6.020445317,114.2005455,105,88,54,ON
54,18,22,64,29.38,11.28,4.58,63.86,101.08,6.435917308,91.06493353,98,79,50,OFF
12,25,61,24,29.07,11.5,4.61,57.14,101.08,5.505393833,96.45042585,111,88,55,OFF
30,18,53,71,29.44,12.12,4.56,58.57,101.07,5.677719902,113.1161095,97,74,45,OFF
50,15,65,92,29.8,12.73,4.51,60,101.07,5.719014989,92.78133617,95,82,48,OFF
7,41,66,61,29.83,12.4,4.6,60.77,101.08,6.275572298,94.32961456,89,91,55,ON
16,33,59,85,29.85,12.08,4.68,61.54,101.09,6.275384607,91.73358569,89,85,55,ON
73,22,51,6,29.64,11,4.94,58.68,101.09,6.201911642,100.6619171,118,88,51,OFF
77,38,45,19,29.43,9.92,5.2,55.81,101.09,5.758054257,98.00403016,101,92,45,OFF
7,45,66,52,28.94,9.84,5.58,49.72,101.1,6.323933647,103.5045395,99,92,47,ON
52,36,26,52,28.46,9.77,5.96,43.64,101.1,5.901100841,95.83016448,82,77,46,ON
57,26,50,20,28.36,9.64,5.77,49.1,101.1,5.644486582,97.55986676,90,86,55,ON
9,45,28,14,28.27,9.5,5.58,54.55,101.1,6.235461772,94.68180316,95,88,52,ON
63,45,63,8,28.04,9.51,5.83,38.7,101.11,6.28236237,90.45142867,104,73,46,ON
1,31,54,107,27.8,9.52,6.08,22.86,101.12,6.356090905,90.24211529,102,73,52,OFF
9,30,35,10,27.76,9.5,5.96,25.89,101.12,5.837258235,96.47800391,100,74,52,ON
17,29,64,58,27.73,9.47,5.84,28.92,101.11,5.653437902,111.0843029,94,89,48,ON
44,28,56,109,27.54,8.17,6.36,28.58,101.12,5.727469947,100.5123341,99,70,46,OFF
89,38,52,4,27.35,6.86,6.89,28.24,101.12,6.200111068,99.46950465,112,87,48,OFF
64,16,41,51,27.26,7.57,6.76,35.94,101.13,5.614471478,105.4220251,117,82,45,ON
14,12,36,10,27.16,8.29,6.62,43.64,101.14,6.257369799,91.99964712,96,86,51,ON
13,14,21,53,27.04,8.31,6.56,30.84,101.15,6.037430836,109.0921631,113,85,45,ON
52,31,52,0,26.91,8.33,6.49,18.05,101.16,5.760457558,108.3690513,105,93,46,ON
57,18,31,82,26.74,7.3,6.74,15.73,101.17,6.158164422,108.5501443,85,89,51,OFF
7,39,60,63,26.57,6.26,6.98,13.41,101.18,6.387431383,90.81250457,108,94,47,ON
39,21,49,21,26.48,6.44,7.19,15.1,101.19,5.891413895,103.7040783,92,81,52,ON
78,35,21,12,26.39,6.61,7.4,16.78,101.2,5.725418961,94.37987496,110,71,54,OFF
47,20,41,31,26.26,5.72,7.69,14.84,101.21,6.281069505,92.15524332,82,75,55,ON
62,22,33,69,26.12,4.84,7.98,12.9,101.22,5.507641778,98.12565829,117,81,53,ON
13,28,31,56,26,5.14,8.16,17.16,101.23,5.954626604,90.09586854,2,40,27,ON
80,35,61,58,25.87,5.44,8.34,21.43,101.24,4.757114897,98.67527561,39,24,31,ON
32,16,28,3,25.78,5.04,8.56,16.51,101.25,5.699586972,95.85118326,21,26,27,ON
90,17,38,49,25.69,4.64,8.77,11.59,101.26,5.977413803,95.70525913,25,22,25,ON
75,24,21,19,25.58,4.2,8.95,11.46,101.26,6.430139436,92.19721736,0,21,32,OFF
10,14,39,100,25.46,3.75,9.13,11.32,101.27,6.113935087,98.00687989,20,19,35,OFF
55,13,44,88,25.48,4.16,9.09,11.88,101.28,5.074272692,97.72843182,19,21,34,ON
73,0,23,45,25.5,4.58,9.05,12.44,101.28,5.667507706,93.75441586,18,17,31,OFF
29,43,22,34,25.37,4.46,9.37,15.37,101.29,5.978634285,95.3713484,11,36,33,ON
24,22,40,41,25.23,4.33,9.68,18.31,101.29,5.064613314,98.46768642,30,28,30,ON
30,26,67,22,25.1,4.21,10,21.24,101.3,4.772385986,94.11213345,18,19,27,ON
19,28,34,32,24.98,4,10.34,15.7,101.3,5.161148592,97.31258083,23,23,27,ON
29,21,48,66,24.85,3.78,10.67,10.17,101.31,6.797779227,99.35408185,37,30,34,ON
42,44,22,29,24.68,3.15,11.01,10.19,101.31,6.39474303,89.85646496,11,27,30,ON
31,6,43,42,24.52,2.52,11.35,10.21,101.31,5.566704378,91.87312479,12,19,31,OFF
48,42,45,91,24.26,3.23,12.26,9.48,101.32,5.755049971,94.42850522,3,28,33,OFF
62,43,26,103,24.01,3.94,13.16,8.76,101.33,5.417340525,91.55845821,37,38,32,OFF
12,13,63,106,24,4.38,13.14,16.26,101.34,6.166173834,97.41054011,26,37,30,OFF
85,27,40,7,23.98,4.81,13.11,23.76,101.35,5.191265116,95.74606104,14,18,30,OFF
9,18,23,3,24.01,4.89,13.38,23.76,101.36,4.954739564,98.33351125,40,16,35,ON
45,45,28,63,24.04,4.98,13.64,23.76,101.36,5.664587011,99.9834242,4,20,25,ON
86,11,40,98,24.06,5.07,13.91,23.76,101.37,5.548584852,99.61465679,36,25,33,OFF
47,16,67,3,24.09,5.15,14.18,23.76,101.38,6.804437106,94.62954663,30,17,31,ON
45,9,50,84,24.03,5.07,14.4,19.38,101.38,6.097869767,98.63333684,28,37,28,OFF
60,21,38,33,23.97,4.99,14.63,15,101.39,5.075504537,97.01331604,38,15,30,OFF
77,12,62,78,23.89,5.18,15.04,18.72,101.4,4.546466109,90.28624348,12,37,30,OFF
56,15,60,16,23.81,5.37,15.44,22.43,101.4,5.855119268,90.65022183,38,19,31,ON
8,37,20,54,23.68,5.22,15.98,26.8,101.4,6.442393461,91.82271568,8,33,29,ON
8,23,26,1,23.55,5.08,16.52,31.17,101.41,4.507523551,90.82549241,15,27,28,ON
35,32,22,84,23.5,5.4,16.67,26.3,101.4,6.10729559,92.09609766,34,16,25,ON
6,36,55,53,23.45,5.72,16.82,21.43,101.4,6.47544932,100.2585673,11,36,31,ON
72,27,66,39,23.3,5.7,17.46,24.67,101.4,6.832979509,92.99739415,33,29,34,OFF
8,43,51,76,23.16,5.67,18.11,27.91,101.39,5.395275719,100.2160615,12,31,26,ON
76,18,26,53,23.01,5.26,18.54,23.56,101.4,6.13526938,98.81596545,12,34,28,OFF
34,8,29,8,22.86,4.85,18.97,19.2,101.41,4.555688532,98.00644238,5,16,31,OFF
63,43,22,3,22.83,5.58,18.89,26.5,101.42,6.434197756,91.67241761,1,30,29,ON
14,3,65,10,22.8,6.32,18.81,33.8,101.43,5.316875978,95.99487068,16,35,31,ON
74,9,35,47,22.74,5.86,18.83,33.56,101.44,5.279388967,97.38741498,35,18,26,ON
41,6,26,11,22.69,5.39,18.85,33.33,101.44,6.720041791,95.8445641,4,40,26,ON
90,22,53,93,22.61,5.52,18.87,23.68,101.44,5.72742254,100.8124659,9,29,34,OFF
44,6,28,107,22.53,5.64,18.89,14.04,101.45,4.691396195,90.21633216,2,38,33,OFF
12,33,27,55,22.51,5.34,18.55,14.12,101.46,6.810186079,90.14047759,26,32,32,ON
13,18,53,61,22.49,5.04,18.2,14.2,101.46,6.454045329,97.41586402,34,38,31,ON
21,29,67,40,22.41,4.69,17.83,13.04,101.46,5.842763773,93.36718816,5,32,33,ON
69,27,69,44,22.33,4.34,17.47,11.88,101.46,5.024124684,97.76832322,31,29,26,ON
60,33,49,49,22.32,4.5,16.81,11.58,101.46,6.422710539,95.257992,34,34,35,ON
84,16,42,74,22.32,4.66,16.15,11.27,101.46,4.94295037,92.37238878,36,19,32,ON
21,45,33,40,22.3,4.23,15.68,11.38,101.46,6.414526606,91.63074547,7,17,26,ON
62,34,21,39,22.27,3.8,15.22,11.48,101.47,6.777788126,92.26439205,38,15,27,OFF
67,19,21,66,22.2,3.71,15.06,10.28,101.48,6.441328044,96.27792547,5,19,25,OFF
69,36,42,109,22.13,3.62,14.89,9.09,101.49,4.650536197,94.49161372,37,36,26,OFF
55,9,54,66,22.04,3.66,14.72,13.7,101.49,5.254532213,90.29643888,21,31,32,OFF
78,37,60,34,21.94,3.69,14.54,18.32,101.49,5.910634533,90.40332704,37,36,27,OFF
30,37,49,37,21.85,3.1,14.39,12.31,101.49,4.755273631,90.89173106,23,23,30,ON
67,43,68,91,21.76,2.51,14.24,6.3,101.49,6.814630246,95.23444287,36,26,26,OFF
58,40,44,108,21.53,2.83,15.09,7.1,101.5,5.342866119,100.7586226,24,33,35,OFF
66,24,34,0,21.3,3.15,15.94,7.89,101.5,6.336234624,96.59816497,26,18,30,ON
70,31,64,10,21.23,3.32,16.3,8.12,101.5,4.754435025,99.642454,22,17,26,OFF
2,9,29,106,21.17,3.5,16.66,8.36,101.49,6.831706773,97.55155537,11,34,32,OFF
20,12,29,109,21.1,3.67,17.02,8.6,101.49,6.967417766,90.40260445,29,35,28,OFF
79,4,69,30,21.03,3.84,17.38,8.83,101.49,4.947683034,92.84991507,22,28,26,OFF
80,37,54,82,20.97,4.02,17.74,9.07,101.48,5.630619901,93.30247448,23,24,32,ON
72,5,27,10,20.9,4.19,18.1,9.3,101.48,6.27339822,92.21318555,1,35,34,OFF
60,34,42,33,20.79,4.23,18.44,9.73,101.48,6.472774648,94.76322976,2,24,34,OFF
16,6,26,6,20.67,4.26,18.78,10.16,101.48,6.953246506,98.28583013,39,37,25,OFF
9,29,56,2,20.56,4.3,19.13,10.58,101.47,5.643710216,91.01152997,15,36,27,ON
39,22,22,0,20.45,4.33,19.47,11.01,101.47,6.392313973,91.09745581,3,18,31,ON
83,45,50,50,20.29,4.68,20.3,10.52,101.48,4.981816523,91.405983,8,38,32,ON
39,13,69,64,20.13,5.02,21.14,10.04,101.48,5.421265283,89.78216168,33,31,34,ON
55,30,63,47,19.97,4.55,21.84,9.52,101.48,6.942520105,97.51952041,14,29,32,OFF
24,43,35,10,19.81,4.08,22.53,8.99,101.47,5.435840509,89.98024312,18,20,26,ON
69,2,35,104,19.68,4.14,22.84,8.99,101.48,5.870116071,95.94035356,9,21,32,OFF
62,45,62,44,19.56,4.19,23.16,8.99,101.48,4.74910393,95.89898581,20,30,27,ON
18,16,21,110,19.5,4,23.03,9.54,101.47,5.497946899,100.3060719,9,38,25,OFF
35,17,29,2,19.44,3.81,22.9,10.08,101.46,6.811291098,89.74409017,26,24,34,ON
59,16,51,62,19.44,4.66,22.94,10.98,101.46,6.460542749,97.4611918,31,36,29,OFF
30,33,61,47,19.43,5.52,22.99,11.88,101.46,4.791146778,91.46664318,14,18,35,ON
37,8,55,106,19.38,5.49,23.28,12.26,101.45,6.4841522,89.59371481,40,16,35,OFF
51,14,47,8,19.34,5.46,23.57,12.63,101.44,6.526654345,95.04871605,28,27,34,ON
42,36,56,6,19.31,5.32,23.17,12.47,101.44,6.279133738,97.79072474,0,17,30,ON
57,38,45,28,19.28,5.17,22.77,12.31,101.44,6.052026047,93.53197359,1,29,29,ON
61,18,31,24,19.37,5.49,21.98,12.71,101.43,5.73171945,91.77522598,2,36,31,OFF
68,3,59,0,19.46,5.81,21.19,13.11,101.42,5.32307197,96.23520043,12,27,26,OFF
21,13,68,25,19.41,5.64,21.22,12.14,101.42,4.66910839,96.63721027,7,28,35,ON
43,16,35,62,19.36,5.48,21.24,11.16,101.41,5.101206389,96.38808001,0,36,26,ON
6,5,54,65,19.34,5.79,21.18,12.32,101.41,5.339556562,98.05089394,26,35,31,ON
66,6,27,59,19.31,6.09,21.11,13.47,101.41,5.061081874,91.22881052,27,21,30,OFF
87,23,25,78,19.29,6.4,21.05,14.63,101.41,5.821106036,98.57025046,22,38,31,OFF
18,39,34,92,19.2,5.98,21.14,14.5,101.4,5.956027059,90.38503469,22,18,31,OFF
67,28,40,107,19.1,5.57,21.22,14.37,101.4,5.676032581,96.08745082,28,23,28,OFF
79,2,49,101,19.05,5.94,21.28,13.7,101.4,6.524114355,94.67344737,7,31,27,OFF
42,38,24,77,18.99,6.31,21.34,13.04,101.41,6.273953676,89.29147581,29,34,26,ON
11,12,53,87,18.94,6.29,21.5,13.66,101.41,6.128167757,97.45373619,8,37,33,ON
9,44,70,53,18.89,6.27,21.66,14.29,101.41,4.934964765,91.54560427,39,16,27,ON
21,18,26,49,18.83,6.54,21.8,14.29,101.4,5.445008416,95.8946444,40,24,25,OFF
57,7,32,81,18.76,6.8,21.94,14.29,101.4,4.525722333,93.17221967,19,38,26,ON
52,36,55,71,18.71,6.63,22.01,14,101.4,5.403908328,100.7720705,21,21,30,ON
89,28,65,60,18.66,6.46,22.08,13.71,101.4,6.621623545,93.92375879,22,18,33,ON
1,22,58,5,18.54,6.38,22.4,12.76,101.4,6.207495815,91.88766069,31,20,30,ON
77,13,49,109,18.41,6.31,22.72,11.82,101.4,5.418475257,91.10190759,18,26,31,OFF
85,19,42,35,18.38,6.38,22.55,13.41,101.4,6.112305667,67.12534492,24,130,195,OFF
38,32,28,73,18.34,6.44,22.38,15,101.41,6.092241627,68.38135469,13,144,204,ON
9,0,21,24,18.31,6.43,21.84,14.36,101.41,5.896343436,68.73932528,22,123,205,OFF
10,0,43,94,18.28,6.42,21.31,13.71,101.41,6.15526103,66.83872293,36,125,196,OFF
27,17,57,105,18.24,6.24,20.76,14.5,101.41,5.732453638,65.34440794,24,131,196,OFF
31,5,41,31,18.21,6.07,20.21,15.29,101.41,6.253034534,70.39906054,2,123,198,ON
24,17,70,25,18.19,6.36,19.92,15.92,101.41,6.106190557,66.76285469,35,140,197,ON
6,33,64,48,18.16,6.65,19.62,16.55,101.41,5.647202395,69.63122027,11,122,195,ON
67,29,23,45,18.15,6.76,19.27,16.12,101.41,6.130310493,66.77844567,6,123,203,ON
46,44,37,45,18.14,6.86,18.93,15.69,101.41,6.499604931,73.88467027,17,134,204,ON
3,25,48,83,18.14,7.28,18.7,15.34,101.4,5.554831977,74.91506217,25,130,197,ON
12,35,29,48,18.13,7.71,18.47,15,101.4,5.800242694,66.02765219,27,145,205,ON
73,21,26,61,18.03,7.5,18.54,15.19,101.4,5.570290539,68.06417307,9,122,201,OFF
74,32,47,25,17.93,7.29,18.62,15.38,101.4,6.27564088,65.84748763,16,139,203,OFF
72,37,69,1,17.84,7.34,18.75,17.6,101.4,5.536645599,67.235765,32,141,204,OFF
87,13,64,2,17.74,7.38,18.88,19.83,101.4,6.208196881,73.02882766,22,138,195,OFF
1,26,29,63,17.61,7.04,19.24,18.08,101.4,5.870600622,68.23963161,31,144,202,ON
69,14,39,110,17.48,6.7,19.59,16.33,101.41,6.334771461,71.4065452,3,136,205,OFF
29,32,30,101,17.34,6.87,20.24,15.14,101.4,5.856575335,69.66256816,28,122,197,OFF
25,3,41,1,17.2,7.04,20.89,13.95,101.4,5.898944282,65.52279323,4,136,204,OFF
86,7,50,26,17.13,7.08,20.78,19.42,101.4,5.775600435,72.24230804,39,145,201,OFF
44,25,69,109,17.06,7.12,20.66,24.88,101.4,5.931101816,66.93065667,38,132,197,OFF
20,6,26,86,16.99,7.16,20.54,30.35,101.4,6.2286454,69.17281221,36,133,198,ON
70,20,52,11,16.92,7.2,20.43,35.82,101.4,5.594240603,70.08200379,25,121,201,OFF
38,29,22,3,16.88,6.93,20.51,27.14,101.41,5.569230319,69.75734306,15,125,199,ON
81,7,66,107,16.83,6.65,20.59,18.46,101.42,5.93202852,68.66813363,24,140,205,OFF
45,10,37,11,16.76,6.46,20.84,28.58,101.44,6.423216506,73.23901752,13,132,203,ON
35,23,39,17,16.69,6.28,21.08,38.71,101.46,6.417500829,67.10439401,5,126,197,ON
73,8,20,75,16.61,6.32,21.04,37.82,101.46,6.234904253,65.70148216,30,120,200,OFF
85,16,56,40,16.53,6.36,21,36.92,101.47,6.000573725,69.30772897,23,142,197,OFF
33,42,70,22,16.42,6.47,21.37,25.78,101.48,5.685102769,74.53557341,26,135,203,ON
52,35,65,61,16.32,6.58,21.74,14.63,101.48,5.662140095,73.28712806,7,126,203,ON
26,36,25,9,16.26,6.27,21.83,14.55,101.48,6.358186848,66.53946559,32,139,198,ON
41,1,34,21,16.21,5.96,21.92,14.46,101.47,6.119495295,66.38448261,9,141,202,OFF
83,39,30,47,16.12,6.1,21.69,14.2,101.48,6.207600783,68.69420397,20,142,196,ON
13,6,45,33,16.04,6.25,21.46,13.95,101.48,6.48754639,71.55665483,32,129,201,ON
52,24,47,59,15.98,5.82,21.33,13.42,101.49,5.81717753,71.06611222,3,134,199,ON
37,0,34,43,15.93,5.38,21.2,12.9,101.5,6.325480034,73.01026829,38,138,204,OFF
75,17,58,6,15.87,4.95,21.07,12.37,101.51,5.562790949,67.92204319,14,131,198,OFF
72,36,31,40,15.82,4.72,20.94,11.52,101.51,6.487369687,65.06962486,20,122,204,ON
46,2,48,11,15.77,4.5,20.81,10.67,101.51,6.116982944,71.18289431,40,126,201,ON
66,41,53,66,15.75,4.63,20.58,10.72,101.52,5.695792761,67.03840888,36,128,204,ON
39,32,39,91,15.73,4.76,20.34,10.76,101.52,5.734317007,74.40198861,11,132,197,OFF
57,8,40,63,15.83,4.96,19.93,11.5,101.52,6.329499832,65.3973168,0,137,195,OFF
31,4,57,108,15.93,5.17,19.52,12.24,101.53,6.167013532,65.70430027,19,123,200,OFF
72,28,44,37,15.8,4.5,20.02,11.48,101.54,5.653776058,71.43001582,31,136,197,OFF
36,43,27,64,15.67,3.82,20.51,10.71,101.54,5.840256272,73.34232097,4,134,200,ON
73,34,59,56,15.84,4.74,20.6,11.98,101.54,5.539980812,68.68895899,39,139,201,ON
5,37,69,53,16.02,5.67,20.7,13.26,101.55,5.833302165,70.95666003,8,127,196,ON
9,30,49,98,16.5,5.9,20.4,13.99,101.56,6.399433771,74.62834921,39,138,203,OFF
29,23,26,27,16.98,6.14,20.09,14.72,101.57,6.138958698,67.3917379,32,120,204,ON
45,34,37,46,17.33,6.14,20.23,14.46,101.58,5.972850838,65.01095312,12,142,203,ON
48,17,55,73,17.67,6.15,20.37,14.2,101.59,6.456079585,71.29813872,8,133,195,OFF
14,27,53,95,18.08,6.68,20.34,25.01,101.59,6.336426667,66.13442813,8,139,199,OFF
7,6,56,98,18.49,7.22,20.31,35.82,101.59,6.425419926,65.2982112,21,134,202,OFF
13,29,65,57,18.97,7.47,19.9,41.91,101.6,6.294395676,71.63437433,40,140,195,ON
70,27,31,17,19.45,7.72,19.48,48,101.6,6.477768039,71.60102999,39,127,202,OFF
35,4,33,14,19.94,8.13,18.84,39.79,101.6,5.931538447,73.55807954,19,120,195,ON
86,31,47,94,20.43,8.54,18.21,31.58,101.61,5.980598579,67.15094741,21,139,201,OFF
13,7,60,96,21.11,8.45,17.32,33.06,101.62,6.389783283,65.90227462,17,136,195,OFF
8,16,32,44,21.79,8.36,16.42,34.54,101.62,5.693287415,70.68098614,33,139,203,ON
42,7,69,10,22.47,8.26,15.52,36.02,101.62,6.00299607,67.2739864,22,133,201,ON
